Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
lf-spa005-ca,LF SP DA005 CAFÉ (E27),Title,Default Title,,,,,LF SPA005 CA,,,,,,,,,,0
lf-spa006-a,LF SP DA006-A,Title,Default Title,,,,,LF SPA006-A,,,,,,,,,,0
lf-spa008-ca,LF SP DA008 CAFÉ (E27),Title,Default Title,,,,,LF SPA008 CA,,,,,,,,,,0
lf-spa017,LF SP DA017,Title,Default Title,,,,,LF SPA017,,,,,,,,,,0
lf-spa019,LF SP DA019,Title,Default Title,,,,,LF SPA019,,,,,,,,,,0
lf-spa029-ca,LF SP DA029 CAFÉ (E27),Title,Default Title,,,,,LF SPA029 CA,,,,,,,,,,0
lf-spa046-ca,LF SP DA046 CAFÉ (E27),Title,Default Title,,,,,LF SPA046 CA,,,,,,,,,,0
lf-spa116-1,LF SP DA116/1,Title,Default Title,,,,,LF SPA116/1,,,,,,,,,,0
lf-spd9095-1a-s,LF SP D9095/1A SQ,Title,Default Title,,,,,LF SPD9095/1A S,,,,,,,,,,0
lf-spd9095-1b-r,LF SP D9095/1B RD,Title,Default Title,,,,,LF SPD9095/1B R,,,,,,,,,,0
lf-spd9108-1,LF SP D9108/1 (E27),Title,Default Title,,,,,LF SPD9108/1,,,,,,,,,,0
lf-spla2-gd,LF SP LA2 Aluminum Gold Pendant Light 110*Ø230 mm,Title,Default Title,,,,,LF SPLA2 GD,,,,,,,,,,0
lf-spla3-bk,"LF SPLA3 Black metal cone pendant, white interior",Title,Default Title,,,,,LF SPLA3 BK,,,,,,,,,,0
lf-t037-1,LF T037/1,Title,Default Title,,,,,LF T037/1,,,,,,,,,,0
lf-table9081-na,LF TABLE L9081/1 NATURAL (E27),Title,Default Title,,,,,LF TABLE9081 NA,,,,,,,,,,0
lf-tl002-1,LF TL B002/1 (E27),Title,Default Title,,,,,LF TL002/1,,,,,,,,,,0
lf-tl1034-1,LF TL T1034/1 (E27),Title,Default Title,,,,,LF TL1034/1,,,,,,,,,,0
lf-tl2031-1,LF TL2031/1 (E27)-LP,Title,Default Title,,,,,LF TL2031/1,,,,,,,,,,0
lf-tl400mm-opal,LF TL 400MM OPAL GLOBE,Title,Default Title,,,,,LF TL400MM OPAL,,,,,,,,,,0
lf-tl8001-1,LF TL 8001/1 (E27),Title,Default Title,,,,,LF TL8001/1,,,,,,,,,,0
lf-tl8003-1-rd,LF TL T8003/1 Round (E27),Title,Default Title,,,,,LF TL8003/1 RD,,,,,,,,,,0
lf-tl8004-sq,LF TL T8004 Square (E27),Title,Default Title,,,,,LF TL8004 SQ,,,,,,,,,,0
lf-tl8018-1-nat,LF TL T8018/1 NATURAL (E27),Title,Default Title,,,,,LF TL8018/1 NAT,,,,,,,,,,0
lf-tl8018-1f-cafe,LF TL T8018/1F CAFÉ,Title,Default Title,,,,,LF TL8018/1F CAFÉ,,,,,,,,,,0
lf-tl9005-2,LF TL T9005/2 (2XE27),Title,Default Title,,,,,LF TL9005/2,,,,,,,,,,0
lf-tl9023-1-rd,LF TL T9023/1 RD (E27),Title,Default Title,,,,,LF TL9023/1 RD,,,,,,,,,,0
lf-tl9068-1,LF TL T9068/1 (E27),Title,Default Title,,,,,LF TL9068/1,,,,,,,,,,0
lf-tl9082-1,LF TL T9082/1 (E27),Title,Default Title,,,,,LF TL9082/1,,,,,,,,,,0
lf-tl9083-1a-sq,LF TL T9083/1A SQ (E27),Title,Default Title,,,,,LF TL9083/1A SQ,,,,,,,,,,0
lf-tl9083-1b-rd,LF TL T9083/1B RD (E27),Title,Default Title,,,,,LF TL9083/1B RD,,,,,,,,,,0
lf-tl9084-1a-sq,LF TL T9084/1A SQ (E27),Title,Default Title,,,,,LF TL9084/1A SQ,,,,,,,,,,0
lf-tl9084-1b-rd,LF TL T9084/1B RD (E27),Title,Default Title,,,,,LF TL9084/1B RD,,,,,,,,,,0
lf-tl9094-1-sq,LF TL T9094/1 SQ (E27),Title,Default Title,,,,,LF TL9094/1 SQ,,,,,,,,,,0
lf-tl9107-1,LF TL T9107/1,Title,Default Title,,,,,LF TL9107/1,,,,,,,,,,0
lf-tl9156-1,LF TL T9156/1 (E27),Title,Default Title,,,,,LF TL9156/1,,,,,,,,,,0
lf-tl9162-1,LF TL T9162/1 (1xE27),Title,Default Title,,,,,LF TL9162/1,,,,,,,,,,0
lf-tl9162-1a,LF TL T9162/1A c/w Fabric Inner Shade,Title,Default Title,,,,,LF TL9162/1A,,,,,,,,,,0
lf-wl0608-gold,LF WL B0608 GOLD C/W G9,Title,Default Title,,,,,LF WL0608 GOLD,,,,,,,,,,0
lf-wl078-1,LF WLB078/1,Title,Default Title,,,,,LF WL078/1,,,,,,,,,,0
lf-wl2031-1,LF WL B2031/1 (E27) - LP,Title,Default Title,,,,,LF WL2031/1,,,,,,,,,,0
lf-wl2066-1,LF WL B2066/1,Title,Default Title,,,,,LF WL2066/1,,,,,,,,,,0
lf-wl2066-1a,LF WL B2066/1A (Shade),Title,Default Title,,,,,LF WL2066/1A,,,,,,,,,,0
lf-wl2067-3,LF WL B2067/3,Title,Default Title,,,,,LF WL2067/3,,,,,,,,,,0
lf-wl2067-6,LF WL B2067/6,Title,Default Title,,,,,LF WL2067/6,,,,,,,,,,0
lf-wl337-1,LF WL337/1 (E27) - LP,Title,Default Title,,,,,LF WL337/1,,,,,,,,,,0
lf-wl381-1,LF WL381/1 BLACK/WHITE (E14),Title,Default Title,,,,,LF WL381/1,,,,,,,,,,0
lf-wl3833-1-bk,LF WL B3833/1 BLACK (1xE27),Title,Default Title,,,,,LF WL3833/1 BK,,,,,,,,,,2
lf-wl5060-2,LF WL X5060/2 (2XE27),Title,Default Title,,,,,LF WL5060/2,,,,,,,,,,0
lf-wl5084-2,LF WL B5084/2 (E27),Title,Default Title,,,,,LF WL5084/2,,,,,,,,,,0
lf-wl6001-2,LF WL B6001/2 (2xE27),Title,Default Title,,,,,LF WL6001/2,,,,,,,,,,0
lf-wl6002-1-bk,LF WL B6002/1 BLACK (E27),Title,Default Title,,,,,LF WL6002/1 BK,,,,,,,,,,3
lf-wl6002-2,LF WL B6002/2 (2xE27),Title,Default Title,,,,,LF WL6002/2,,,,,,,,,,0
lf-wl6006-2,LF WL B6006/2 (2xE27),Title,Default Title,,,,,LF WL6006/2,,,,,,,,,,0
lf-wl6063-1b,LF WLB6063/1B (E27),Title,Default Title,,,,,LF WL6063/1B,,,,,,,,,,1
lf-wl688-1w-bk,LF WL688/1 BLACK,Title,Default Title,,,,,LF WL688/1W BK,,,,,,,,,,0
lf-wl688-1w-cf,LF WL 688/1W CAFÉ,Title,Default Title,,,,,LF WL688/1W CF,,,,,,,,,,0
lf-wl688-1w-sv,LF WL688/1W SILVER,Title,Default Title,,,,,LF WL688/1W SV,,,,,,,,,,0
lf-wl7066-bk,LF WL B7066 BLACK/WHITE (E27),Title,Default Title,,,,,LF WL7066 BK,,,,,,,,,,1
lf-wl7082-bk,LF WL B7082 BLACK/WHITE (E27),Title,Default Title,,,,,LF WL7082 BK,,,,,,,,,,0
lf-wl7100,LF WL D7100 C/W EDISON BULB,Title,Default Title,,,,,LF WL7100,,,,,,,,,,0
lf-wl8001-1w,LF WL 8001/1W (2*E27),Title,Default Title,,,,,LF WL8001/1W,,,,,,,,,,0
lf-wl8002-w,LF WL B8002/W BLACK (E27),Title,Default Title,,,,,LF WL8002/W,,,,,,,,,,2
lf-wl9011-1,LF WL B9011/1 (E27),Title,Default Title,,,,,LF WL9011/1,,,,,,,,,,0
lf-wl9012-1,LF WL B9012/1 (E27),Title,Default Title,,,,,LF WL9012/1,,,,,,,,,,0
lf-wl9012-1a,LF WL B9012/1A c/w Diffuser,Title,Default Title,,,,,LF WL9012/1A,,,,,,,,,,0
lf-wl9013-1,LF WL B9013/1 (E27),Title,Default Title,,,,,LF WL9013/1,,,,,,,,,,1
lf-wl9018-1,LF WL B9018/1 (E27),Title,Default Title,,,,,LF WL9018/1,,,,,,,,,,0
lf-wl9019-1,LF WL B9019/1 (E27),Title,Default Title,,,,,LF WL9019/1,,,,,,,,,,0
lf-wl9024-1,LF WL B9024/1 (E27),Title,Default Title,,,,,LF WL9024/1,,,,,,,,,,0
lf-wl9025-1,LF WL B9025/1 (E27),Title,Default Title,,,,,LF WL9025/1,,,,,,,,,,0
lf-wl9028-2,LF WLB9028/2,Title,Default Title,,,,,LF WL9028/2,,,,,,,,,,0
lf-wl9029-1,LF WL B9029/1,Title,Default Title,,,,,LF WL9029/1,,,,,,,,,,0
lf-wl9033-1,LF WL B9033/1 (E27),Title,Default Title,,,,,LF WL9033/1,,,,,,,,,,0
lf-wl9040-3,LF WL B9040/3 (3xE27),Title,Default Title,,,,,LF WL9040/3,,,,,,,,,,0
lf-wl9041-1,LF WL B9041/1 (E27),Title,Default Title,,,,,LF WL9041/1,,,,,,,,,,0
lf-wl9042-1,LF WL B9042/1 (E27),Title,Default Title,,,,,LF WL9042/1,,,,,,,,,,0
lf-wl9043-1,LF WL B9043/1 (E27),Title,Default Title,,,,,LF WL9043/1,,,,,,,,,,0
lf-wl9044-1,LF WL B9044/1 (E27),Title,Default Title,,,,,LF WL9044/1,,,,,,,,,,0
lf-wl9050-1,LF WL B9050/1,Title,Default Title,,,,,LF WL9050/1,,,,,,,,,,0
lf-wl9051-1,LF WL B9051/1,Title,Default Title,,,,,LF WL9051/1,,,,,,,,,,0
lf-wl9052-1,LF WL B9052/1,Title,Default Title,,,,,LF WL9052/1,,,,,,,,,,0
lf-wl9664-1-bk,LF WL B9664/1 BLACK (E27),Title,Default Title,,,,,LF WL9664/1 BK,,,,,,,,,,0
lf-wl9664-1-cf,LF WL B9664/1 CAFÉ (E27),Title,Default Title,,,,,LF WL9664/1 CF,,,,,,,,,,0
lf-wl9664-1-wh,LF WL B9664/1 WHITE (E27),Title,Default Title,,,,,LF WL9664/1 WH,,,,,,,,,,0
lf-wl9931,LF WL B9931 Black (E27),Title,Default Title,,,,,LF WL9931,,,,,,,,,,0
lf-wl9932,LF WL B9932,Title,Default Title,,,,,LF WL9932,,,,,,,,,,0
lf-wlb1-1,LF WL B1/1,Title,Default Title,,,,,LF WLB1/1,,,,,,,,,,0
lf-wlb2-1,LF WL B2/1,Title,Default Title,,,,,LF WLB2/1,,,,,,,,,,0
lf-wlb3-1,LF WL B3/1,Title,Default Title,,,,,LF WLB3/1,,,,,,,,,,0
lf-x2011-3,LF X2011/3,Title,Default Title,,,,,LF X2011/3,,,,,,,,,,0
lf-x2011-3-glas,LF X2011/3 GLASS ONLY,Title,Default Title,,,,,LF X2011/3 GLAS,,,,,,,,,,0
lf-x2027-3,LF X2027/3,Title,Default Title,,,,,LF X2027/3,,,,,,,,,,0
lg-1940,LG 1940,Title,Default Title,,,,,LG 1940,,,,,,,,,,0
lh-1414h-bk,LH 1414 H BK WALL LIGHT,Title,Default Title,,,,,LH 1414H BK,,,,,,,,,,0
lh-1417h-bk,LH 1417H BK WALL LIGHT,Title,Default Title,,,,,LH 1417H BK,,,,,,,,,,0
lh-1417h-p-b,LH 1417 H PB WALL LIGHT,Title,Default Title,,,,,LH 1417H P.B,,,,,,,,,,0
lh-1417h-vg,LH 1417 H VG WALL LIGHT,Title,Default Title,,,,,LH 1417H VG,,,,,,,,,,0
lh-1520-wh,LH 1520 WHITE,Title,Default Title,,,,,LH 1520 WH,,,,,,,,,,0
lh-1556-glass,LH 1556 GLASS ONLY,Title,Default Title,,,,,LH 1556 GLASS,,,,,,,,,,0
lh-1556-vg-s,LH 1556 VG/S WALL LIGHT,Title,Default Title,,,,,LH 1556 VG/S,,,,,,,,,,0
lh-1556h-bk-fr,LH 1556 H BK/FR WALL LIGHT,Title,Default Title,,,,,LH 1556H BK/FR,,,,,,,,,,0
lh-1556h-wh-fr,LH 1556 H WH/FR WALL LIGHT,Title,Default Title,,,,,LH 1556H WH/FR,,,,,,,,,,0
lh-1564-h-bk-fr,LH 1564 H BLACK/FROST,Title,Default Title,,,,,LH 1564 H BK/FR,,,,,,,,,,0
lh-411-pb,LH 411 PB,Title,Default Title,,,,,LH 411 PB,,,,,,,,,,0
lh-9103-bk-opf,LH 9103 BK/OPF WALL LIGHT,Title,Default Title,,,,,LH 9103 BK/OPF,,,,,,,,,,0
lh-9103h-vg-cw,LH 9103 H VG/CW WALL LIGHT,Title,Default Title,,,,,LH 9103H VG/CW,,,,,,,,,,0
lh-9105-h-vg-cd,LH 9105/H VG/CD WALL LIGHT,Title,Default Title,,,,,LH 9105/H VG/CD,,,,,,,,,,0
lh-9105h-pb-fr,LH 9105H PB/FR WALL LIGHT,Title,Default Title,,,,,LH 9105H PB/FR,,,,,,,,,,1
lh-9284-blue,LH 9284 BLUE,Title,Default Title,,,,,LH 9284 BLUE,,,,,,,,,,0
lh-9284-white,LH 9284 WHITE,Title,Default Title,,,,,LH 9284 WHITE,,,,,,,,,,0
lh-9285-white,LH 9285 WHITE,Title,Default Title,,,,,LH 9285 WHITE,,,,,,,,,,0
lh-nickel-bk,LH NICKEL BLACK,Title,Default Title,,,,,LH NICKEL BK,,,,,,,,,,0
li-1050,"LI 1050 PIANTANA MC.0,823 PL 28 PN 22",Title,Default Title,,,,,LI 1050,,,,,,,,,,0
li-1052,LI 1052 APPLIQUE,Title,Default Title,,,,,LI 1052,,,,,,,,,,0
li-1064,LI 1064 LAMPADARIO COL. 1050,Title,Default Title,,,,,LI 1064,,,,,,,,,,0
li-1066,LI 1066 APPLIQUE C OL. 1050 V.,Title,Default Title,,,,,LI 1066,,,,,,,,,,0
li-1076,LI 1076 APPLIQUE,Title,Default Title,,,,,LI 1076,,,,,,,,,,0
li-1088,LI 1088 APPLIQUE,Title,Default Title,,,,,LI 1088,,,,,,,,,,0
li-1128,LI 1128 APPLIQUE NIKEL,Title,Default Title,,,,,LI 1128,,,,,,,,,,0
li-2000n,LI 2000N STANDING LIGHT (1xE14),Title,Default Title,,,,,LI 2000N,,,,,,,,,,0
li-2002n,LI 2002N TABLE LAMP,Title,Default Title,,,,,LI 2002N,,,,,,,,,,1
li-2004f,LI 2004F TANLE LAMP,Title,Default Title,,,,,LI 2004F,,,,,,,,,,0
li-2008f,LI 2008F HANGING LIGHT,Title,Default Title,,,,,LI 2008F,,,,,,,,,,0
li-2026f,LI 2026F WALL LIGHT,Title,Default Title,,,,,LI 2026F,,,,,,,,,,2
ll-132-sq,LL 132/SQ CEILING,Title,Default Title,,,,,LL 132/SQ,,,,,,,,,,0
ll-389b85tn,LL 389B85TN MIRROR LIGHT,Title,Default Title,,,,,LL 389B85TN,,,,,,,,,,1
ll-390b85tn,LL 390B85TN,Title,Default Title,,,,,LL 390B85TN,,,,,,,,,,0
ll-391b85tn,LL 391B85TN,Title,Default Title,,,,,LL 391B85TN,,,,,,,,,,0
ll-505085ne,LL 505085NE,Title,Default Title,,,,,LL 505085NE,,,,,,,,,,0
ll-505085sv,LL 505085SV (1xcir32) White,Title,Default Title,,,,,LL 505085SV,,,,,,,,,,1
lm-1002-5,LM 1002/5,Title,Default Title,,,,,LM 1002/5,,,,,,,,,,0
lm-1138-5,LM 1138/5,Title,Default Title,,,,,LM 1138/5,,,,,,,,,,0
lm-2700-1l,LM 2700/1L TABLE LAMP,Title,Default Title,,,,,LM 2700/1L,,,,,,,,,,0
lm-2700-1p,LM 2700/1P FLOOR LAMP,Title,Default Title,,,,,LM 2700/1P,,,,,,,,,,0
lm-2700-2a,LM 2700/2A WALL LIGHT,Title,Default Title,,,,,LM 2700/2A,,,,,,,,,,0
lm-2700-5,LM 2700/5 HANGING LIGHT,Title,Default Title,,,,,LM 2700/5,,,,,,,,,,0
lm-2865-1a-ambr,LM 2865/1A AMBRA APPLIQUE AMBRA CV 1808,Title,Default Title,,,,,LM 2865/1A AMBR,,,,,,,,,,0
lm-2865-5-ambra,LM 2865/5 AMBRA LAMPADARIO AMBRA CV 1808,Title,Default Title,,,,,LM 2865/5 AMBRA,,,,,,,,,,0
lm-2891-1a,LM 2891/1A WALL LIGHT,Title,Default Title,,,,,LM 2891/1A,,,,,,,,,,0
lm-2891-2a,LM 2891/2A WALL LIGHT,Title,Default Title,,,,,LM 2891/2A,,,,,,,,,,0
lm-2891-5,LM 2891/5 HANGING LIGHT,Title,Default Title,,,,,LM 2891/5,,,,,,,,,,0
lm-2891-5-verde,LM 2891/5 VERDE HANGING LIGHT,Title,Default Title,,,,,LM 2891/5 VERDE,,,,,,,,,,0
lm-2891-amb-gl,LM 2891 AMBRA GLASS,Title,Default Title,,,,,LM 2891/AMB GL,,,,,,,,,,0
lm-3946-2a,LM 3946/2A WALL LIGHT,Title,Default Title,,,,,LM 3946/2A,,,,,,,,,,0
lm-3946-5,LM 3946/5 HANGING LIGHT,Title,Default Title,,,,,LM 3946/5,,,,,,,,,,0
lm-6000-1,LM 6000/1 PENDANT LAMP,Title,Default Title,,,,,LM 6000/1,,,,,,,,,,0
lm-6000-1-glass,LM 6000/1 BIG GLASS,Title,Default Title,,,,,LM 6000/1 GLASS,,,,,,,,,,0
lm-6035-1,LM 6035/1 PENDANT LAMP,Title,Default Title,,,,,LM 6035/1,,,,,,,,,,0
lm-6140-blue,LM 6140 BLUE PENDANT LAMP,Title,Default Title,,,,,LM 6140 BLUE,,,,,,,,,,0
lm-6140-green,LM 6140 GREEN PENDANT LAMP,Title,Default Title,,,,,LM 6140 GREEN,,,,,,,,,,0
lm-6140-red,LM 6140 RED PENDANT LAMP,Title,Default Title,,,,,LM 6140 RED,,,,,,,,,,0
looping,LOOPING,Title,Default Title,,,,,LOOPING,,,,,,,,,,4130
lp-102-a1-gd-ye,LP 102/A1 GD/YE WALL LAMP GOLD,Title,Default Title,,,,,LP 102/A1 GD/YE,,,,,,,,,,1
lp-106,LP 106,Title,Default Title,,,,,LP 106,,,,,,,,,,1
lp-107,LP 107,Title,Default Title,,,,,LP 107,,,,,,,,,,1
lp-108,LP 108,Title,Default Title,,,,,LP 108,,,,,,,,,,1
lp-12-gd,LP 12/GD,Title,Default Title,,,,,LP 12/GD,,,,,,,,,,0
lp-125,LP 125,Title,Default Title,,,,,LP 125,,,,,,,,,,0
lp-1600-wh,LP 1600 WH (2X18),Title,Default Title,,,,,LP 1600 WH,,,,,,,,,,0
lp-182-a1,LP 182/A1,Title,Default Title,,,,,LP 182/A1,,,,,,,,,,0
lp-210-ms,LP 210/MS HALOGEN LAMP,Title,Default Title,,,,,LP 210/MS,,,,,,,,,,0
lp-215-a1,LP 215/A1,Title,Default Title,,,,,LP 215/A1,,,,,,,,,,1
lp-216-a1,LP 216/A1,Title,Default Title,,,,,LP 216/A1,,,,,,,,,,0
lp-219-a1,LP 219/A1,Title,Default Title,,,,,LP 219/A1,,,,,,,,,,2
lp-225-8-gd,LP 225/8 GD,Title,Default Title,,,,,LP 225/8 GD,,,,,,,,,,1
lp-226-3-gd,LP 226/3 GD,Title,Default Title,,,,,LP 226/3 GD,,,,,,,,,,1
lp-227-5-gd,LP 227/5 GD,Title,Default Title,,,,,LP 227/5 GD,,,,,,,,,,1
lp-232-3-bl,LP 232/3 BL,Title,Default Title,,,,,LP 232/3 BL,,,,,,,,,,0
lp-2414-gd,LP 2414 GD,Title,Default Title,,,,,LP 2414 GD,,,,,,,,,,0
lp-2414-wh,LP 2414 WH,Title,Default Title,,,,,LP 2414 WH,,,,,,,,,,0
lp-313-32,LP 313/32W,Title,Default Title,,,,,LP 313/32,,,,,,,,,,0
lp-33-1a,LP 33/1A,Title,Default Title,,,,,LP 33/1A,,,,,,,,,,0
lp-34-1a,LP 34/1A,Title,Default Title,,,,,LP 34/1A,,,,,,,,,,0
lp-36-1a,LP 36/1A,Title,Default Title,,,,,LP 36/1A,,,,,,,,,,0
lp-369-plc,LP 369/PLC,Title,Default Title,,,,,LP 369/PLC,,,,,,,,,,0
lp-37-1a,LP 37/1A,Title,Default Title,,,,,LP 37/1A,,,,,,,,,,0
lp-371-6,LP 371/6,Title,Default Title,,,,,LP 371/6,,,,,,,,,,0
lp-4001-wh-plc,LP 4001/WH PLC,Title,Default Title,,,,,LP 4001/WH PLC,,,,,,,,,,1
lp-4023-5026,LP 4023/5026,Title,Default Title,,,,,LP 4023/5026,,,,,,,,,,0
lp-486-plc-sv,LP 486/PLC SV (1XPLC13),Title,Default Title,,,,,LP 486/PLC SV,,,,,,,,,,4
lp-486-plc-wh,LP 486/PLC WH (1XPLC13),Title,Default Title,,,,,LP 486/PLC WH,,,,,,,,,,1
lp-526-5,LP 526/5,Title,Default Title,,,,,LP 526/5,,,,,,,,,,0
lp-5365-a1-gd,LP 5365/A1 GOLD WALL LAMP,Title,Default Title,,,,,LP 5365/A1 GD,,,,,,,,,,25
lp-5366-a1,LP 5366/A1 WALL LAMP,Title,Default Title,,,,,LP 5366/A1,,,,,,,,,,4
lp-600-wh-t,LP 600/WH/T SPOTLIGHT,Title,Default Title,,,,,LP 600/WH/T,,,,,,,,,,0
lp-601-svs,LP 601/SVS,Title,Default Title,,,,,LP 601/SVS,,,,,,,,,,1
lp-604-wh-t,LP 604/WH/T SPOTLIGHT,Title,Default Title,,,,,LP 604/WH/T,,,,,,,,,,3
lp-651-a1-gr,LP 651/A1 GREEN WALL LIGHT,Title,Default Title,,,,,LP 651/A1 GR,,,,,,,,,,1
lp-715-3-gr,LP 715/3 GR Ceiling Light 3xE14-40W,Title,Default Title,,,,,LP 715/3 GR,,,,,,,,,,0
lp-715-5-ru,LP 715/5 RU,Title,Default Title,,,,,LP 715/5 RU,,,,,,,,,,1
lp-75-5,LP 75/5,Title,Default Title,,,,,LP 75/5,,,,,,,,,,0
lp-8122-ch,LP 8122 CH (1xE27),Title,Default Title,,,,,LP 8122 CH,,,,,,,,,,0
lp-8216-22b,LP 8216/22B,Title,Default Title,,,,,LP 8216/22B,,,,,,,,,,7
lp-8216-40-4a,LP 8216/40/40/4A CEILING LIGHT,Title,Default Title,,,,,LP 8216/40/4A,,,,,,,,,,0
lp-842-sv,LP 842/M SVS (2X18W),Title,Default Title,,,,,LP 842 SV,,,,,,,,,,1
lp-842-wh,LP 842/M WH (2X18W),Title,Default Title,,,,,LP 842 WH,,,,,,,,,,0
lp-842-s-svs,LP 842/S SVS (2X13),Title,Default Title,,,,,LP 842/S SVS,,,,,,,,,,1
lp-842-s-wh,LP 842/S WH (2X13),Title,Default Title,,,,,LP 842/S WH,,,,,,,,,,1
lp-877-32,LP 877/32 CEILING LIGHT,Title,Default Title,,,,,LP 877/32,,,,,,,,,,10
lp-8817-wg-wh,LP 8817-WG WH DOWNLIGHT,Title,Default Title,,,,,LP 8817-WG WH,,,,,,,,,,27
lp-904-1f,LP 904/1F,Title,Default Title,,,,,LP 904/1F,,,,,,,,,,0
lp-9057-chrome,LP 9057 CHROME DOWNLIGHT,Title,Default Title,,,,,LP 9057 CHROME,,,,,,,,,,0
lp-9057-gold,LP 9057 GOLD DOWNLIGHT,Title,Default Title,,,,,LP 9057 GOLD,,,,,,,,,,0
lp-916-sand,LP 916 SANDBLAST,Title,Default Title,,,,,LP 916 SAND,,,,,,,,,,0
lp-970-32,LP 970/32 BROWN C/W 36W 6500K LED,Title,Default Title,,,,,LP 970/32,,,,,,,,,,0
lp-992-wh,LP 992/WH,Title,Default Title,,,,,LP 992/WH,,,,,,,,,,0
lp-ar-6212-bl,LP AR 6212 BL,Title,Default Title,,,,,LP AR 6212 BL,,,,,,,,,,0
lp-cl056-32w,LP CL MC056/32W,Title,Default Title,,,,,LP CL056/32W,,,,,,,,,,1
lp-cl133-22w,LP CL 133/22W,Title,Default Title,,,,,LP CL133/22W,,,,,,,,,,2
lp-cl200,LP CL200 200MM GLOBE (E27),Title,Default Title,,,,,LP CL200,,,,,,,,,,0
lp-cube-1,LP CUBE/1,Title,Default Title,,,,,LP CUBE/1,,,,,,,,,,0
lp-fr-40w,LP FR/40W,Title,Default Title,,,,,LP FR/40W,,,,,,,,,,0
lp-hl-oval,LP HL/OVAL,Title,Default Title,,,,,LP HL/OVAL,,,,,,,,,,0
lp-hl168-ab-cry,LP HL168 AB ANTIQUE BRASS / CRYSTALS (5xE14),Title,Default Title,,,,,LP HL168 AB CRY,,,,,,,,,,0
lp-hl4012-rg,LP HL 3712 ROSE GOLD C/W 20W WW/CW/DL LED,Title,Default Title,,,,,LP HL4012 RG,,,,,,,,,,0
lp-hl5845-500-bk-wh,LP HL 5845/550 BLACK/WHITE SHADE (5xE27),Title,Default Title,,,,,LP HL5845/500 BK/WH,,,,,,,,,,0
lp-hl7935-3-wh,LP HL 7935/3 WHITE GLASS (3xE14),Title,Default Title,,,,,LP HL7935/3 WH,,,,,,,,,,0
lp-mh-600-pk,LP MH 600 PK (SMALL),Title,Default Title,,,,,LP MH 600 PK,,,,,,,,,,0
lp-mh-601-pk,LP MH 601 PK (BIG),Title,Default Title,,,,,LP MH 601 PK,,,,,,,,,,0
lp-mh-683-bl,LP MH 683 BL,Title,Default Title,,,,,LP MH 683 BL,,,,,,,,,,0
lp-mh-683-pk,LP MH 683 PK,Title,Default Title,,,,,LP MH 683 PK,,,,,,,,,,0
lp-mh-683-wh,LP MH 683 WH,Title,Default Title,,,,,LP MH 683 WH,,,,,,,,,,0
lp-mh-684-bl,LP MH 684 BL,Title,Default Title,,,,,LP MH 684 BL,,,,,,,,,,0
lp-mh-684-wh,LP MH 684 WH,Title,Default Title,,,,,LP MH 684 WH,,,,,,,,,,0
lp-mh-685-bl,LP MH 685 BL,Title,Default Title,,,,,LP MH 685 BL,,,,,,,,,,0
lp-mh-685-pk,LP MH 685 PK,Title,Default Title,,,,,LP MH 685 PK,,,,,,,,,,0
lp-mh-685-wh,LP MH 685 WH,Title,Default Title,,,,,LP MH 685 WH,,,,,,,,,,0
lp-mh-687-bl,LP MH 687 BL,Title,Default Title,,,,,LP MH 687 BL,,,,,,,,,,0
lp-mh-687-pk,LP MH 687 PK,Title,Default Title,,,,,LP MH 687 PK,,,,,,,,,,0
lp-mh-687-wh,LP MH 687 WH,Title,Default Title,,,,,LP MH 687 WH,,,,,,,,,,0
lp-mh-688-bl,LP MH 688 BL,Title,Default Title,,,,,LP MH 688 BL,,,,,,,,,,0
lp-mh-688-pk,LP MH 688 PK,Title,Default Title,,,,,LP MH 688 PK,,,,,,,,,,0
lp-mh-688-wh,LP MH 688 WH,Title,Default Title,,,,,LP MH 688 WH,,,,,,,,,,0
lp-mh-696-wh,LP MH 696 WH,Title,Default Title,,,,,LP MH 696 WH,,,,,,,,,,0
lp-mh-697-bl,LP MH 697 BL,Title,Default Title,,,,,LP MH 697 BL,,,,,,,,,,0
lp-mh-698-pk,LP MH 698 PK,Title,Default Title,,,,,LP MH 698 PK,,,,,,,,,,0
lp-mh-699-wh,LP MH 699 WH,Title,Default Title,,,,,LP MH 699 WH,,,,,,,,,,0
lp-mh-8690-bl,LP MH 8690 BL,Title,Default Title,,,,,LP MH 8690 BL,,,,,,,,,,0
lp-mh-8690-pk,LP MH 8690 PK,Title,Default Title,,,,,LP MH 8690 PK,,,,,,,,,,0
lp-m-lite-m902,"LP M-LITE M902 C/W G4-20W, ELECTRIC TRANSFORMER",Title,Default Title,,,,,LP M-LITE M902,,,,,,,,,,1
lp-ol-102,LP OL-102 FLOODLIGHT,Title,Default Title,,,,,LP OL-102,,,,,,,,,,26
lp-pulley-bk,LP PULLEY BLACK,Title,Default Title,,,,,LP PULLEY BK,,,,,,,,,,3
lp-sp185-190-bk,LP SP 185/190 BLACK/WHITE (E27),Title,Default Title,,,,,LP SP185/190 BK,,,,,,,,,,0
