sku,handle,source row,title,reason,remote handle match
IDT YOG-0761,idt-yog-0761,12242,IDT YOG-0761 Round Pia Coffee Table Wood 650x650x400 Natural,no remote variant with matching SKU,no
IDT YOG-0774,idt-yog-0774,12243,IDT YOG-0774 Asri Ladder Wood 570x50x1650 Soft White,no remote variant with matching SKU,no
IDT YOG-0788,idt-yog-0788,12244,IDT YOG-0788 Modero Rect Stool Rattan/Wood 450x350x480 Natural,no remote variant with matching SKU,no
IDT YOG-0789,idt-yog-0789,12245,IDT YOG-0789 Momojo Bench Rattan/Wood 1200x400x450,no remote variant with matching SKU,no
IDT YOG-0812,idt-yog-0812,12246,IDT YOG-0812 2 Tier Tray On Stand Teakwood 370x230x600,no remote variant with matching SKU,no
IDT YOG-0829,idt-yog-0829,12247,IDT YOG-0829 Watua 2 Tier Rack Teakwood/Metal 430x305x600,no remote variant with matching SKU,no
IDT YOG-0847,idt-yog-0847,12248,IDT YOG-0847 Karangresi Table Teakwood/Metal 450x450x580,no remote variant with matching SKU,no
IDT YOG-0849,idt-yog-0849,12249,IDT YOG-0849 Stufira Rect Stool Teakwood 500x350x450 Grey Vint,no remote variant with matching SKU,no
IDT YOG-0851,idt-yog-0851,12250,IDT YOG-0851 Befira Rect Bench Teakwood 1000x350x450 Grey,no remote variant with matching SKU,no
IDT YOG-0852,idt-yog-0852,12251,IDT YOG-0852 Tafira Side Sofa Table Teakwood 600x350x600,no remote variant with matching SKU,no
IDT YOG-0863 ANT,idt-yog-0863-ant,12252,IDT YOG-0863 Benida Rect Table Teakwood 600x230x600 Antique,no remote variant with matching SKU,no
IDT YOG-0863 BK,idt-yog-0863-bk,12253,IDT YOG-0863 Benida Rect Table Teakwood 600x230x600 Black,no remote variant with matching SKU,no
IDT YOG-0883,idt-yog-0883,12254,IDT YOG-0883 Prandon Rd Side Table Teakwood/Metal,no remote variant with matching SKU,no
IDT YOG-0884,idt-yog-0884,12255,IDT YOG-0884 Pangkur Rd Side Table Teakwood/Metal,no remote variant with matching SKU,no
IDT YOG-0885,idt-yog-0885,12256,IDT YOG-0885 Poparon Rd Side Table Teakwood/Metal,no remote variant with matching SKU,no
IDT YOG-0906 BK,idt-yog-0906-bk,12257,IDT YOG-0906 Jenggrik Rect Table Teakwood 600x230x600,no remote variant with matching SKU,no
IDT YOG-0906 NAT,idt-yog-0906-nat,12258,IDT YOG-0906 Jenggrik Rect Table Teakwood 600x230x600,no remote variant with matching SKU,no
IDT YOG-0907,idt-yog-0907,12259,IDT YOG-0907 Banggi Tissue Holder Mindi Wood 180x180x700,no remote variant with matching SKU,no
IDT YOG-0927 BK,idt-yog-0927-bk,12260,IDT YOG-0927 Retepas Rect Table Teakwood 900x230x600,no remote variant with matching SKU,no
IDT YOG-0927 NAT,idt-yog-0927-nat,12261,IDT YOG-0927 Retepas Rect Table Teakwood 900x230x600,no remote variant with matching SKU,no
IDT YOG-0935,idt-yog-0935,12262,"IDT YOG-0935 Krandegan Armchair, Rattan/Mindi Wood",no remote variant with matching SKU,no
"IGNITOR ZG2,O/D",ignitor-zg2-o-d,12263,"IGNITOR ZG 2, O/D MAY & CHRISTE (COMPOLITE)",no remote variant with matching SKU,no
IID BASE100/1L,iid-base100-1l,12264,IID BASE 100/1L SSV (ROUND),no remote variant with matching SKU,no
IID BASE245/17C,iid-base245-17c,12265,IID 245/17CM SSV 3LITE STRAIGHT BASE,no remote variant with matching SKU,no
IID BASE245/5P,iid-base245-5p,12266,IID BASE 245/5P SSV (STRAIGHT),no remote variant with matching SKU,no
IID BASE245/A,iid-base245-a,12267,IID BASE 245/A(30CM) SSV (STRAIGHT),no remote variant with matching SKU,no
IID BASE245/A2L,iid-base245-a2l,12268,IID BASE 245/A/2L SSV (STRAIGHT),no remote variant with matching SKU,no
IID BASE245/B,iid-base245-b,12269,IID BASE 245/B/3LITES SSV (ROUND),no remote variant with matching SKU,no
IID BASE300/5L,iid-base300-5l,12270,IID BASE 300/5L SSV (ROUND),no remote variant with matching SKU,no
IID CL005/22PSV,iid-cl005-22psv,12271,IID CL MC005/22W PSV,no remote variant with matching SKU,no
IID CL005/32 SS,iid-cl005-32-ss,12272,IID CL MC005/32W SSV,no remote variant with matching SKU,no
IID CL005/32PSV,iid-cl005-32psv,12273,IID CL MC005/32W PSV,no remote variant with matching SKU,no
IID CL005/40PSV,iid-cl005-40psv,12274,IID CL MC005/40W PSV,no remote variant with matching SKU,no
IID CL010/22SSV,iid-cl010-22ssv,12275,IID CL MC010/22W SSV,no remote variant with matching SKU,no
IID CL010/32SSV,iid-cl010-32ssv,12276,IID CL MC010/32W SSV,no remote variant with matching SKU,no
IID CL010/40SSV,iid-cl010-40ssv,12277,IID CL MC010/40W SSV,no remote variant with matching SKU,no
IID CL022/22SSV,iid-cl022-22ssv,12278,IID CL MC022/22W SSV,no remote variant with matching SKU,no
IID CL022/32SSV,iid-cl022-32ssv,12279,IID CL MC022/32W SSV,no remote variant with matching SKU,no
IID CL023D/22W,iid-cl023d-22w,12280,IID CL MC023D/22W SSV,no remote variant with matching SKU,no
IID CL023D/32W,iid-cl023d-32w,12281,IID CL MC023D/32W SSV,no remote variant with matching SKU,no
IID CL023E/1C,iid-cl023e-1c,12282,IID CL MC023E/1C SSV (E27 X 1),no remote variant with matching SKU,no
IID CL023E/2C,iid-cl023e-2c,12283,IID CL MC023E/2C,no remote variant with matching SKU,no
IID CL023F/2C S,iid-cl023f-2c-s,12284,IID CL MC023F/2C SSV (2XPLC26),no remote variant with matching SKU,no
IID CL024/1,iid-cl024-1,12285,IID CL MC024/1W,no remote variant with matching SKU,no
IID CL03/M PSV,iid-cl03-m-psv,12286,IID CL MT03/M PSV,no remote variant with matching SKU,no
IID CL049/1W,iid-cl049-1w,12287,IID CL MC049/1W (E27),no remote variant with matching SKU,no
IID CL056/22CH,iid-cl056-22ch,12288,IID CL MC056/22W CH+DCH,no remote variant with matching SKU,no
IID CL056/22GLA,iid-cl056-22gla,12289,IID CL MC056/22W GLASS,no remote variant with matching SKU,no
IID CL056/32CH,iid-cl056-32ch,12290,IID CL MC056/32W CH+DCH,no remote variant with matching SKU,no
IID CL056/32GLA,iid-cl056-32gla,12291,IID CL MC056/32W GLASS,no remote variant with matching SKU,no
IID CL056/40CH,iid-cl056-40ch,12292,IID CL MC056/40W CH+DCH,no remote variant with matching SKU,no
IID CL056/40GLA,iid-cl056-40gla,12293,IID CL MC056/40W GLASS,no remote variant with matching SKU,no
IID CL057/22SSV,iid-cl057-22ssv,12294,IID CL MC057/22W SSV,no remote variant with matching SKU,no
IID CL057/32SSV,iid-cl057-32ssv,12295,IID CL MC057/32W SSV,no remote variant with matching SKU,no
IID CL057/40SSV,iid-cl057-40ssv,12296,IID CL MC057/40W SSV,no remote variant with matching SKU,no
IID CL088/22 SS,iid-cl088-22-ss,12297,IID CL MC088/22 SSV,no remote variant with matching SKU,no
IID CL090/1C,iid-cl090-1c,12298,IID CL MT090/1C PSV (1xE27),no remote variant with matching SKU,no
IID CL090/3C,iid-cl090-3c,12299,IID CL MT090/3C PSV (2xE27),no remote variant with matching SKU,no
IID CL1082/1C,iid-cl1082-1c,12300,IID CL MC1082/1C (E14),no remote variant with matching SKU,no
IID CL1085/32GL,iid-cl1085-32gl,12301,IID CL MT1085/32W+22W GLASS,no remote variant with matching SKU,no
IID CL1085/32PS,iid-cl1085-32ps,12302,IID CL MT1085/32W+22W PSV,no remote variant with matching SKU,no
IID CL1085/32RU,iid-cl1085-32ru,12303,IID CL MT1085/32W+22W RUST,no remote variant with matching SKU,no
IID CL1085/32SS,iid-cl1085-32ss,12304,IID CL MT1085/32W+22W SSV,no remote variant with matching SKU,no
IID CL1085/32WH,iid-cl1085-32wh,12305,IID CL MT1085/32W+22W LED WHITE,no remote variant with matching SKU,no
IID CL1404B/4C,iid-cl1404b-4c,12306,IID CL MT1404B/4C SSV (GU10 X 4),no remote variant with matching SKU,no
IID CL1404C/1W,iid-cl1404c-1w,12307,IID CL MT1404C/1W SSV (GU10 X 1),no remote variant with matching SKU,no
IID CL1429/3C,iid-cl1429-3c,12308,IID CL MT1429/3C PSV,no remote variant with matching SKU,no
IID CL1440B-V/2,iid-cl1440b-v-2,12309,IID CL MT1440B-V/2PC SSV (2XG9-40W),no remote variant with matching SKU,no
IID CL1485/2C,iid-cl1485-2c,12310,IID CL MT1485/2C SSV (E27 X 2),no remote variant with matching SKU,no
IID CL1524/2C P,iid-cl1524-2c-p,12311,IID CL MT1524/2C PSV,no remote variant with matching SKU,no
IID CL1524/4C P,iid-cl1524-4c-p,12312,IID CL MT1524/4C PSV,no remote variant with matching SKU,no
IID CL1535/2PC,iid-cl1535-2pc,12313,IID CL MT1535/2PC CH C/W 2XGU 10 50W,no remote variant with matching SKU,no
IID CL1535/3C C,iid-cl1535-3c-c,12314,IID CL MT1535/3C CH C/W 3XGU 10 50W,no remote variant with matching SKU,no
IID CL1535/4C C,iid-cl1535-4c-c,12315,IID CL MT1535/4C CH C/W 4XGU 10 50W,no remote variant with matching SKU,no
IID CL1535/4PC,iid-cl1535-4pc,12316,IID CL MT1535/4PC CH C/W 4 X GU10 50W,no remote variant with matching SKU,no
IID CL1551/1CBL,iid-cl1551-1cbl,12317,IID CL MT1551/1C SSV/BL (1XE14),no remote variant with matching SKU,no
IID CL1551/1CBR,iid-cl1551-1cbr,12318,IID CL MT1551/1C SSV/BR (1XE14),no remote variant with matching SKU,no
IID CL1551/1CRD,iid-cl1551-1crd,12319,IID CL MT1551/1C SSV/RED (1XE14),no remote variant with matching SKU,no
IID CL1914L/2C OP,iid-cl1914l-2c-op,12320,IID CL MT1914L/2C White/Opal (2xE14 40W),no remote variant with matching SKU,no
IID CL1914M/1C OP,iid-cl1914m-1c-op,12321,IID CL MT1914M/1C White/Opal (E14 4OW),no remote variant with matching SKU,no
IID CL1957/1C ST,iid-cl1957-1c-st,12322,IID SP MT1957/1C SATIN (E27),no remote variant with matching SKU,no
IID CL1957/3C ST,iid-cl1957-3c-st,12323,IID CL MT1957/3C SATIN (3*E27),no remote variant with matching SKU,no
IID CL1957/5C ST,iid-cl1957-5c-st,12324,IID CL MT1957/5C SATIN (5*E27),no remote variant with matching SKU,no
IID CL20302/3PS,iid-cl20302-3ps,12325,IID CL 20302/PLL24WX3 PSV,no remote variant with matching SKU,no
IID CL223/22W,iid-cl223-22w,12326,IID CL223/22W,no remote variant with matching SKU,no
IID CL2329/1C CA,iid-cl2329-1c-ca,12327,IID CL MT2329/1C Café (E27),no remote variant with matching SKU,no
IID CL2443M/3C,iid-cl2443m-3c,12328,IID CL MT2443M/3C White (3xE27 18W),no remote variant with matching SKU,no
IID CL2443S/2C,iid-cl2443s-2c,12329,IID CL 2443S/2C Opal Acrylic (2xE27 18W),no remote variant with matching SKU,no
IID CL2483S/1C SN,iid-cl2483s-1c-sn,12330,IID CL MT2483S/1C Satin Nickel (E14),no remote variant with matching SKU,no
IID CL2594/2C SN/OP,iid-cl2594-2c-sn-op,12331,IID CL MT2594/2C Satin Nickel/Opal (2xE27 40W),no remote variant with matching SKU,no
IID CL2847M/1C/14W WH,iid-cl2847m-1c-14w-wh,12332,IID CL MT2847M/1C/14W (WH RD) c/w 14W (3000K) LED LAMP,no remote variant with matching SKU,no
IID CL2847S/1C/5W WH,iid-cl2847s-1c-5w-wh,12333,IID CL MT2847S/1C/5W (WH RD) c/w 5W (3000K) LED LAMP &,no remote variant with matching SKU,no
IID CL2848M/1C/14W WH,iid-cl2848m-1c-14w-wh,12334,IID CL MT2848M/1C/14W (WH SQ) c/w 14W (3000K) LED LAMP,no remote variant with matching SKU,no
IID CL2848S/1C/5W WH,iid-cl2848s-1c-5w-wh,12335,IID CL MT2848S/1C/5W (WH SQ) c/w 5W (3000K) LED LAMP &,no remote variant with matching SKU,no
IID CL3367,iid-cl3367,12336,FORMLITE CL 3367 CUSTOM MADE TRELLIS LIGHT C/W 2xT8,no remote variant with matching SKU,no
IID CL381/1C SS,iid-cl381-1c-ss,12337,IID CL MT381/1C SSV (1XE14),no remote variant with matching SKU,no
IID CL390/4C SS,iid-cl390-4c-ss,12338,IID CL MT390/4C SSV (GU X 4),no remote variant with matching SKU,no
IID CL745B/1C,iid-cl745b-1c,12339,IID CL MT745B/1C SSV,no remote variant with matching SKU,no
IID CL745B/3C,iid-cl745b-3c,12340,IID CL MT745B/3C SSV,no remote variant with matching SKU,no
IID CL745B/5C,iid-cl745b-5c,12341,IID CL MT745B/5C SSV,no remote variant with matching SKU,no
IID CL747/1C,iid-cl747-1c,12342,IID CL MT747/1C SSV,no remote variant with matching SKU,no
IID CL747/2C,iid-cl747-2c,12343,IID CL MT747/2C SSV,no remote variant with matching SKU,no
IID CL747/3C,iid-cl747-3c,12344,IID CL MT747/3C SSV,no remote variant with matching SKU,no
IID CL747/4C,iid-cl747-4c,12345,IID CL MT747/4C SSV,no remote variant with matching SKU,no
IID CL790/1C SS,iid-cl790-1c-ss,12346,IID CL MT790/1C SSV (G9 X1),no remote variant with matching SKU,no
IID CL790/2C SS,iid-cl790-2c-ss,12347,IID CL MT790/2C SSV (G9 X1),no remote variant with matching SKU,no
IID CL810/1C SS,iid-cl810-1c-ss,12348,IID CL MT810/1C SSV (E14 X 1),no remote variant with matching SKU,no
IID CL810/3C S,iid-cl810-3c-s,12349,IID CL MT810/3C SSV (E14 X 3)-MODIFY,no remote variant with matching SKU,no
IID CL810/4C SS,iid-cl810-4c-ss,12350,IID CL MT810/4C SSV (E14 X 4),no remote variant with matching SKU,no
IID CL874/9C SS,iid-cl874-9c-ss,12351,IID CL MT874/9C SSV (G4 X 9),no remote variant with matching SKU,no
IID CM1570/5P,iid-cm1570-5p,12352,IID CM MT1570/5P (5XE14),no remote variant with matching SKU,no
IID CM1928/7C CH,iid-cm1928-7c-ch,12353,IID CM MT1928/7C Chrome C/W 7*MR16,no remote variant with matching SKU,no
IID CM1989/1C CH,iid-cm1989-1c-ch,12354,IID CM MT1989/1C CH/MO (E27),no remote variant with matching SKU,no
IID CM2033/1C ST/FR,iid-cm2033-1c-st-fr,12355,IID CM MT2033/1C SATIN/FROSTED (E27 60W),no remote variant with matching SKU,no
IID CM2319L/1C CH,iid-cm2319l-1c-ch,12356,IID CM MT2319L/1C Opal (E27),no remote variant with matching SKU,no
IID CM2319S/1C CH,iid-cm2319s-1c-ch,12357,IID CM MT2319S/1C Opal (E27),no remote variant with matching SKU,no
IID CM2319XL/1C CH,iid-cm2319xl-1c-ch,12358,IID CM MT2319XL/1C Opal (E27),no remote variant with matching SKU,no
IID CM2513/4C DWD,iid-cm2513-4c-dwd,12359,IID CM MT2513/4C DWD/Opal (4xE14),no remote variant with matching SKU,no
IID CM2513/6C DWD,iid-cm2513-6c-dwd,12360,IID CM MT2513/6C DWD/Opal (6xE14),no remote variant with matching SKU,no
IID CM2673/1C CH,iid-cm2673-1c-ch,12361,IID CM MT2673/1C Chrome (Square) c/w 1*MR11 35W Lamp,no remote variant with matching SKU,no
IID CM2673B/1C CH,iid-cm2673b-1c-ch,12362,IID CM MT2673B/1C Chrome (Round) c/w 1*MR11 35W Lamp,no remote variant with matching SKU,no
IID CM2673B/5C,iid-cm2673b-5c,12363,IID CM MT2673B/5C Chrome (Round) c/w 5*MR11 35W Lamp,no remote variant with matching SKU,no
IID CM2673B/9C CH,iid-cm2673b-9c-ch,12364,IID CM MT2673B/9C Chrome (Square) c/w 9*MR11 35W Lamp,no remote variant with matching SKU,no
IID CM391B/6P,iid-cm391b-6p,12365,IID CM MT391B/6P SSV (E14 X 6),no remote variant with matching SKU,no
IID CM391B/6P B,iid-cm391b-6p-b,12366,IID CM MT391B/6P SSV C/W BELL GLASS,no remote variant with matching SKU,no
IID CM391C/3P S,iid-cm391c-3p-s,12367,IID CM MT391C/3P SSV (3XE27),no remote variant with matching SKU,no
IID CM391C/6P S,iid-cm391c-6p-s,12368,IID CM MT391C/6P SSV (6XE27),no remote variant with matching SKU,no
IID CM438C/3W S,iid-cm438c-3w-s,12369,IID CM MT438C/3W SSV (3XE27),no remote variant with matching SKU,no
IID CM438C/5P S,iid-cm438c-5p-s,12370,IID CM MT438C/5P SSV (5XE27),no remote variant with matching SKU,no
IID FL1797XL/1F,iid-fl1797xl-1f,12371,IID FL MT1797XL/1F OPAL (E27),no remote variant with matching SKU,no
IID FL2010/4F BK,iid-fl2010-4f-bk,12372,IID FL MT2010/4F Black (4xE27),no remote variant with matching SKU,no
IID FL2010/4F WH,iid-fl2010-4f-wh,12373,IID FL MT2010/4F White (4xE27),no remote variant with matching SKU,no
IID G2032 GL,iid-g2032-gl,12374,IID MT2032 ICE CUBE GLASS ONLY(G9),no remote variant with matching SKU,no
IID GLASS ONLY,iid-glass-only,12375,IID GLASS ONLY,no remote variant with matching SKU,no
IID HL1214B/5P,iid-hl1214b-5p,12376,IID HL MT1214B/5P (5 X G9 40W),no remote variant with matching SKU,no
IID HL1373/5P,iid-hl1373-5p,12377,IID HL MT1373/5P SSV (G4 X 5),no remote variant with matching SKU,no
IID HL1423A/8P,iid-hl1423a-8p,12378,IID HL MT1423A/8P SSV (G9 X 8),no remote variant with matching SKU,no
IID HL1441/5P S,iid-hl1441-5p-s,12379,IID HL MT1441/5P SSV+YE,no remote variant with matching SKU,no
IID HL1441/8P S,iid-hl1441-8p-s,12380,IID HL MT1441/8P SSV+YE,no remote variant with matching SKU,no
IID HL1523/5P,iid-hl1523-5p,12381,IID HL MT1523/5P C/W 5XG4 10W (12V),no remote variant with matching SKU,no
IID HL1569A/5P,iid-hl1569a-5p,12382,IID HL MT1569A/5P SSV (5XE14),no remote variant with matching SKU,no
IID HL1620B/3P,iid-hl1620b-3p,12383,IID HL MT1620B/3P SSV,no remote variant with matching SKU,no
IID HL1628/3P,iid-hl1628-3p,12384,IID HL MT1628/3P SSV/ORANGE 1 x E27,no remote variant with matching SKU,no
IID HL1629/3P,iid-hl1629-3p,12385,IID HL MT1629/3P SSV,no remote variant with matching SKU,no
IID HL1630SA/3P,iid-hl1630sa-3p,12386,IID HL MT1630SA/3P SSV,no remote variant with matching SKU,no
IID HL1630SB/3P,iid-hl1630sb-3p,12387,IID HL MT1630SB/3P SSV,no remote variant with matching SKU,no
IID HL1630SB/6P,iid-hl1630sb-6p,12388,IID HL MT1630SB/6P SSV,no remote variant with matching SKU,no
IID HL1635/6P,iid-hl1635-6p,12389,IID HL MT1635/6P SSV,no remote variant with matching SKU,no
IID HL1710/30P,iid-hl1710-30p,12390,IID HL MT1710/30P,no remote variant with matching SKU,no
IID HL1754/12P SSV,iid-hl1754-12p-ssv,12391,IID HL MT1754/12P CHROME C/W 12 x G4 20W,no remote variant with matching SKU,no
IID HL1754/6C,iid-hl1754-6c,12392,IID HL MT1754/6C CHROME (6 x G4 10W),no remote variant with matching SKU,no
IID HL2025/6P ST,iid-hl2025-6p-st,12393,IID HL MT2025/6P SATIN (6 x G9 40W),no remote variant with matching SKU,no
IID HL20436/12+,iid-hl20436-12,12394,IID HL MT20436/12+1P,no remote variant with matching SKU,no
IID HL2058/3P,iid-hl2058-3p,12395,IID HL MT2058/3P SATIN/CLEAR (3XG9 40W),no remote variant with matching SKU,no
IID HL2310/2P WE,iid-hl2310-2p-we,12396,IID HL MT2310/2P Wenge/Black (2*E27),no remote variant with matching SKU,no
IID HL2310/2P WH,iid-hl2310-2p-wh,12397,IID HL MT2310/2P Frosted White/White (2*E27),no remote variant with matching SKU,no
IID HL2310/4P WE,iid-hl2310-4p-we,12398,IID HL MT2310/4P Wenge/Black (5*E27),no remote variant with matching SKU,no
IID HL2310/4P WH,iid-hl2310-4p-wh,12399,IID HL MT2310/4P Frosted White/White (5*E27),no remote variant with matching SKU,no
IID HL2352M/1P BK,iid-hl2352m-1p-bk,12400,IID HL MT2352M/1P Black/White,no remote variant with matching SKU,no
IID HL2352M/1P WH,iid-hl2352m-1p-wh,12401,IID HL MT2352M/1P White/Orange,no remote variant with matching SKU,no
IID HL2352S/1P BK,iid-hl2352s-1p-bk,12402,IID HL MT2352S/1P Black/White,no remote variant with matching SKU,no
IID HL2352S/1P WH,iid-hl2352s-1p-wh,12403,IID HL MT2352S/1P White/Orange,no remote variant with matching SKU,no
IID HL2352XL/1P GY,iid-hl2352xl-1p-gy,12404,IID HL MT2352XL/1P,no remote variant with matching SKU,no
IID HL2400/3P CH,iid-hl2400-3p-ch,12405,IID HL MT2400/3P (3xE27),no remote variant with matching SKU,no
IID HL2406/3P CH,iid-hl2406-3p-ch,12406,IID HL MT2406/3P Chrome/Black (3xE27),no remote variant with matching SKU,no
IID HL2406/3P CH/WH,iid-hl2406-3p-ch-wh,12407,IID HL MT2406/3P Chrome/White (3xE27),no remote variant with matching SKU,no
IID HL2561L/1P CH,iid-hl2561l-1p-ch,12408,IID HL MT2561L/1P Chrome c/w 1xT5 28W (3K) Warmwhite Lamp,no remote variant with matching SKU,no
IID HL2816/21W CH,iid-hl2816-21w-ch,12409,IID HL MT2816/21W Chrome c/w 1*T5 21W CW Lamp & Ballast,no remote variant with matching SKU,no
IID HL745/2PSSV,iid-hl745-2pssv,12410,IID HL MT745/2P SSV,no remote variant with matching SKU,no
IID HL745/3PSSV,iid-hl745-3pssv,12411,IID HL MT745/3P SSV (ROUND BASE),no remote variant with matching SKU,no
IID HL745A/3PSS,iid-hl745a-3pss,12412,IID HL MT745A/3P SSV (STRAIGHT BASE),no remote variant with matching SKU,no
IID HL745A/5PSS,iid-hl745a-5pss,12413,IID HL MT745A/5P SSV (STRAIGHT BASE),no remote variant with matching SKU,no
IID HL745B/3P,iid-hl745b-3p,12414,IID HL MT745B/3P SSV (STRAIGHT BASE N BIG GLASS),no remote variant with matching SKU,no
IID HL745B/3P R,iid-hl745b-3p-r,12415,IID HL MT745B/3P SSV (ROUND BASE N BIG GLASS),no remote variant with matching SKU,no
IID HL765A/5P,iid-hl765a-5p,12416,IID HL MT765A/5P (5 X G4 12V 20W),no remote variant with matching SKU,no
IID HL856/5P SS,iid-hl856-5p-ss,12417,IID HL MT856/5P SSV (G4 X 5),no remote variant with matching SKU,no
IID HL874/6P SS,iid-hl874-6p-ss,12418,IID HL MT874/6P SSV/CL,no remote variant with matching SKU,no
IID HL874/8P SS,iid-hl874-8p-ss,12419,IID HL MT874/8P SSV (G4 X 8),no remote variant with matching SKU,no
IID HL874B/8P S,iid-hl874b-8p-s,12420,IID HL MT874B/8P SSV (G4 X 8),no remote variant with matching SKU,no
IID MC003/22,iid-mc003-22,12421,IID MC003/22,no remote variant with matching SKU,no
IID MC003/32,iid-mc003-32,12422,IID MC003/32,no remote variant with matching SKU,no
IID MC003/40,iid-mc003-40,12423,IID MC003/40,no remote variant with matching SKU,no
IID MC005/150W,iid-mc005-150w,12424,IID MC005/150W - C/L,no remote variant with matching SKU,no
IID MC007/32,iid-mc007-32,12425,IID MC007/32,no remote variant with matching SKU,no
IID MC007/40,iid-mc007-40,12426,IID MC007/40W - C/L,no remote variant with matching SKU,no
IID MC008/32W,iid-mc008-32w,12427,IID MC008/32W - C/L,no remote variant with matching SKU,no
IID MC012/32,iid-mc012-32,12428,IID MC012/32W - C/L,no remote variant with matching SKU,no
IID MC013/3W,iid-mc013-3w,12429,IID MC013/3W - C/L,no remote variant with matching SKU,no
IID MC014/2W,iid-mc014-2w,12430,IID MC014/2W - C/L,no remote variant with matching SKU,no
IID MC014/4,iid-mc014-4,12431,IID MC014/4 - C/L,no remote variant with matching SKU,no
IID MC015/32W,iid-mc015-32w,12432,IID MC015/32W - C/L,no remote variant with matching SKU,no
IID MC017/32W,iid-mc017-32w,12433,IID MC017/32W - C/L,no remote variant with matching SKU,no
IID MC023/22,iid-mc023-22,12434,IID MC023/22,no remote variant with matching SKU,no
IID MC023B/1W,iid-mc023b-1w,12435,IID MC023B/1W,no remote variant with matching SKU,no
IID MC023E/1C,iid-mc023e-1c,12436,IID MC023E/1C,no remote variant with matching SKU,no
IID MC054/2C,iid-mc054-2c,12437,IID MC054/2C,no remote variant with matching SKU,no
IID MC055/22,iid-mc055-22,12438,IID MC055/22,no remote variant with matching SKU,no
IID MC055/32,iid-mc055-32,12439,IID MC055/32,no remote variant with matching SKU,no
IID MC055/40,iid-mc055-40,12440,IID MC055/40,no remote variant with matching SKU,no
IID MC061/2C,iid-mc061-2c,12441,IID MC061/2C,no remote variant with matching SKU,no
IID MC062/32,iid-mc062-32,12442,IID MC062/32,no remote variant with matching SKU,no
IID MC069/32W,iid-mc069-32w,12443,IID MC069/32W - C/L,no remote variant with matching SKU,no
IID MC072/1X18W,iid-mc072-1x18w,12444,IID MC072/1X18W - C/L,no remote variant with matching SKU,no
IID MC072/2X18W,iid-mc072-2x18w,12445,IID MC072/2X18W - C/L,no remote variant with matching SKU,no
IID MC076/1W,iid-mc076-1w,12446,IID MC076/1W,no remote variant with matching SKU,no
IID MC076A/32W,iid-mc076a-32w,12447,IID MC076A/32W - C/L,no remote variant with matching SKU,no
IID MC076A/3PLC,iid-mc076a-3plc,12448,IID MC076A/3XPLC18 - C/L,no remote variant with matching SKU,no
IID MC077/1W,iid-mc077-1w,12449,IID MC077/1W,no remote variant with matching SKU,no
IID MC083/1W,iid-mc083-1w,12450,IID MC083/1W - W/L,no remote variant with matching SKU,no
IID MC1082/1C,iid-mc1082-1c,12451,IID MC1082/1C,no remote variant with matching SKU,no
IID MT075/22W,iid-mt075-22w,12452,IID MT075/22W - C/L,no remote variant with matching SKU,no
IID MT075/2X20W,iid-mt075-2x20w,12453,IID MT075/2X20W - C/L,no remote variant with matching SKU,no
IID MT075/32W,iid-mt075-32w,12454,IID MT075/32W - C/L,no remote variant with matching SKU,no
IID MT075/40W,iid-mt075-40w,12455,IID MT075/40W - C/L,no remote variant with matching SKU,no
IID MT1021A/1W,iid-mt1021a-1w,12456,IID MT1021A/1W - C/L,no remote variant with matching SKU,no
IID MT1044/1PDC,iid-mt1044-1pdc,12457,IID MT1044/1P DC12V,no remote variant with matching SKU,no
IID MT1051/2P,iid-mt1051-2p,12458,IID MT1051/2P - C/L,no remote variant with matching SKU,no
IID MT811/5C,iid-mt811-5c,12459,IID MT811/5C - C/L,no remote variant with matching SKU,no
IID MT841/1P,iid-mt841-1p,12460,IID MT841/1P - H/L,no remote variant with matching SKU,no
IID MT843/1P,iid-mt843-1p,12461,IID MT843/1P - H/L,no remote variant with matching SKU,no
IID MT879/1P,iid-mt879-1p,12462,IID MT879/1P - H/L,no remote variant with matching SKU,no
IID MT961/1W SS,iid-mt961-1w-ss,12463,IID MT961/1W SSV - W/L,no remote variant with matching SKU,no
IID MT992/1P SS,iid-mt992-1p-ss,12464,IID MT992/1P SSV - H/L,no remote variant with matching SKU,no
IID MT995/20W,iid-mt995-20w,12465,IID MT995/20W - W/L (T4 DAYLIGHT),no remote variant with matching SKU,no
IID SP1373/1PSS,iid-sp1373-1pss,12466,IID SP1373/1P SSV,no remote variant with matching SKU,no
IID SP1603/1P AB,iid-sp1603-1p-ab,12467,IID SP MT1603/1P AB (E27),no remote variant with matching SKU,no
IID SP1603/1P SSV,iid-sp1603-1p-ssv,12468,IID SP MT1603/1P SSV,no remote variant with matching SKU,no
IID SP1620B/1P,iid-sp1620b-1p,12469,IID SP MT1620B/1P SSV,no remote variant with matching SKU,no
IID SP1628/1P,iid-sp1628-1p,12470,IID SP MT1628/1P SSV/ORANGE (E27),no remote variant with matching SKU,no
IID SP1629/1P,iid-sp1629-1p,12471,IID HL MT1629/1P SSV,no remote variant with matching SKU,no
IID SP1630L/1P,iid-sp1630l-1p,12472,IID SP MT1630L/1P (E27),no remote variant with matching SKU,no
IID SP1630M/1P,iid-sp1630m-1p,12473,IID SP MT1630M/1P (E27),no remote variant with matching SKU,no
